date,id_produit,id_magasin,qte_theorique,qte_physique,seuil_alerte,valeur_stock_ht
2023-06-06,17,6,10,9,2,8100
2023-11-03,4,5,30,32,7,113600
2025-02-20,18,5,8,8,2,7400
2025-08-03,40,6,52,51,13,99450
2023-11-02,86,4,49,51,12,423300
2023-11-15,39,6,25,24,6,31800
2023-08-12,79,2,16,16,4,460800
2025-02-14,136,2,6,6,1,72900
2025-07-04,137,2,102,106,25,479650
2026-03-29,91,4,32,32,8,307200
2026-05-01,17,6,24,25,6,22500
2025-07-11,91,2,12,12,3,115200
2024-10-12,114,3,57,57,14,327750
2026-05-26,125,6,19,19,4,73625
2024-03-14,37,3,6,7,1,8750
2024-03-14,27,3,45,46,11,633650
2025-11-19,2,5,29,29,7,161675
2024-02-17,8,2,20,17,5,87550
2023-09-13,55,4,8,8,2,62600
2023-04-18,48,3,81,83,20,744925
2026-07-06,58,4,74,77,18,390775
2024-09-09,6,2,146,136,36,941800
2025-05-21,13,1,30,30,7,37500
2025-04-25,51,3,74,82,18,522750
2025-09-06,50,4,11,12,2,64800
2025-12-27,84,4,11,11,2,298375
2025-10-22,146,2,94,93,23,725400
2023-08-27,15,3,2,2,0,1800
2025-09-03,95,2,21,22,5,231000
2023-12-07,21,3,15,16,3,15600
2024-01-31,7,6,135,139,33,521250
2025-02-10,154,1,19,17,4,79475
2025-08-26,52,4,9,8,2,44600
2023-06-30,5,5,23,25,5,110000
2023-05-01,47,2,49,47,12,390100
2025-01-02,131,5,6,6,1,54000
2025-06-03,96,5,13,13,3,206700
2023-09-04,151,2,30,30,7,166500
2025-12-14,60,2,37,34,9,166600
2023-03-08,31,4,9,8,2,17000
2025-06-08,46,6,5,5,1,43125
2025-02-13,108,4,28,28,7,527100
2024-08-21,71,3,44,45,11,130500
2023-07-15,99,3,9,10,2,80500
2024-03-27,84,5,24,26,6,705250
2024-01-06,61,6,10,10,2,29000
2024-08-29,6,3,18,18,4,124650
2025-06-21,83,3,7,7,1,158200
2025-12-05,133,5,256,265,64,2192875
2026-03-04,83,5,28,29,7,655400
2024-04-09,70,3,13,13,3,48750
2025-06-08,27,5,2,2,0,27550
2026-06-05,97,6,55,53,13,764525
2024-03-08,150,3,11,12,2,54600
2025-08-30,24,5,7,7,1,157325
2026-06-09,56,2,60,63,15,270900
2024-04-02,49,3,1,1,0,6900
2025-05-19,132,2,79,79,19,1058600
2023-01-13,144,6,23,20,5,132500
2025-08-25,89,2,22,22,5,184250
2024-06-23,81,6,7,7,1,215775
2025-09-14,38,5,6,6,1,10950
2026-03-20,84,2,43,41,10,1112125
2025-11-17,72,5,7,7,1,26775
2024-11-21,89,6,13,14,3,117250
2025-11-02,25,3,22,23,5,616400
2024-11-02,138,2,33,37,8,181300
2024-09-30,130,4,38,38,9,746700
2026-08-31,152,3,19,20,4,82000
2025-09-17,8,4,35,35,8,180250
2024-12-01,50,5,28,31,7,167400
2024-08-25,95,1,72,67,18,703500
2025-10-06,114,3,15,16,3,92000
2024-10-20,139,4,10,11,2,88000
2026-02-27,86,6,10,11,2,91300
2026-04-21,91,5,74,76,18,729600
2025-07-17,122,6,13,13,3,77675
2026-07-15,119,1,20,20,5,96500
2023-02-27,35,6,74,69,18,117300
2023-05-24,61,1,13,14,3,40600
2025-07-03,61,6,21,19,5,55100
2025-04-09,70,6,9,9,2,33750
2026-05-10,37,1,89,79,22,98750
2024-03-12,120,3,51,51,12,165750
2025-11-26,98,1,19,20,4,279500
2023-12-28,91,4,130,147,32,1411200
2024-04-20,26,4,18,18,4,332100
2026-01-06,122,4,13,13,3,77675
2025-07-06,78,3,6,6,1,160800
2023-10-15,90,1,72,72,18,691200
2024-04-26,38,6,3,3,0,5475
2025-08-24,56,6,3,2,0,8600
2025-12-16,38,5,10,9,2,16425
2023-08-21,112,4,27,26,6,473200
2025-07-01,154,4,11,11,2,51425
2024-01-02,118,1,2,2,0,8300
2025-04-12,98,1,23,20,5,279500
2023-04-14,128,2,23,25,5,391875
2023-05-28,45,4,3,3,0,28200
2023-06-23,68,5,4,4,1,9400
2026-08-05,24,2,58,56,14,1258600
2025-10-03,27,4,16,16,4,220400
2025-05-19,94,5,7,6,1,45450
2023-09-30,29,3,62,64,15,97600
2025-09-08,127,5,57,49,14,782775
2025-07-01,10,1,25,23,6,86825
2024-01-16,20,5,408,434,102,575050
2024-03-12,96,2,4,4,1,63600
2023-11-14,45,5,62,56,15,526400
2025-03-18,36,2,19,19,4,42750
2024-02-08,123,6,117,126,29,431550
2026-02-17,45,4,32,32,8,300800
2025-12-07,113,5,13,14,3,51450
2025-09-23,142,6,11,11,2,92400
2025-05-12,3,2,11,10,2,52750
2023-11-28,153,1,31,32,7,231200
2026-03-07,59,6,11,12,2,82500
2024-05-22,71,1,6,6,1,17400
2023-04-23,76,3,120,121,30,2075150
2023-10-11,33,4,11,10,2,21250
2024-08-18,7,1,53,49,13,183750
2024-02-10,120,5,22,21,5,68250
2024-01-03,98,1,9,9,2,125775
2025-05-10,71,3,110,117,27,339300
2023-10-19,63,6,5,5,1,15250
2023-06-01,24,2,17,16,4,359600
2026-02-16,132,2,26,26,6,348400
2023-12-07,105,3,14,14,3,262150
2025-02-12,127,6,13,14,3,223650
2023-07-26,52,5,11,11,2,61325
2025-03-24,144,3,63,71,15,470375
2026-04-24,134,2,19,18,4,211500
2023-04-03,128,3,34,38,8,595650
2025-03-09,65,5,8,9,2,36225
2025-11-13,17,2,17,17,4,15300
2023-10-05,92,1,20,19,5,207100
2026-05-12,73,2,71,79,17,2221875
2025-02-18,70,6,7,7,1,26250
2023-05-25,34,3,6,6,1,7350
2023-03-01,131,4,11,11,2,99000
2026-04-21,75,4,17,19,4,426550
2023-02-01,89,3,20,20,5,167500
2023-08-27,108,1,39,37,9,696525
2023-04-08,127,1,42,40,10,639000
2026-05-23,66,6,40,42,10,168000
2023-07-11,90,5,9,9,2,86400
2026-07-28,92,3,27,27,6,294300
2025-06-19,53,6,22,21,5,95550
2026-01-12,102,4,20,20,5,270000
2024-04-13,120,5,2,2,0,6500
2026-02-27,75,6,4,4,1,89800
2025-02-04,41,2,24,26,6,35750
2023-05-31,129,4,51,50,12,772500
2025-05-24,122,5,59,58,14,346550
2026-05-26,59,4,55,50,13,343750
2024-06-04,62,5,57,61,14,199775
2023-10-13,130,4,11,12,2,235800
2026-03-05,86,4,23,22,5,182600
2024-10-05,80,6,9,9,2,285075
2025-04-11,102,5,7,7,1,94500
2025-01-07,10,3,119,114,29,430350
2025-12-02,144,1,103,99,25,655875
2023-02-18,144,4,63,64,15,424000
2024-02-07,82,5,25,26,6,905450
2025-06-24,141,4,5,5,1,21875
2026-01-22,82,5,10,9,2,313425
2025-12-09,79,4,8,8,2,230400
2024-11-26,129,5,16,17,4,262650
2023-07-01,59,2,6,-1,1,34375
2023-12-21,144,2,42,40,10,265000
2025-12-13,83,1,159,165,39,3729000
2025-08-17,95,4,25,24,6,252000
2025-08-02,23,2,6,6,1,133650
2024-04-16,35,5,44,42,11,71400
2024-10-19,11,5,24,23,6,144900
2026-02-20,138,3,27,25,6,122500
2026-03-07,19,3,15,15,3,13500
2023-06-18,17,4,19,17,4,15300
2026-05-21,67,6,16,16,4,54800
2025-02-11,54,2,16,15,4,133125
2023-03-14,101,3,42,43,10,348300
2025-06-04,88,1,64,65,16,934375
2024-05-25,5,2,10,10,2,44000
2024-03-25,108,3,21,22,5,414150
2025-05-14,75,5,180,178,45,3996100
2025-05-15,130,3,34,38,8,746700
2024-09-01,32,3,39,-1,9,66600
2023-08-01,32,3,65,66,16,118800
2026-02-28,54,1,34,35,8,310625
2023-08-15,128,3,11,11,2,172425
2025-06-22,85,3,50,48,12,520800
2025-08-31,107,6,34,32,8,283200
2025-12-10,109,3,152,144,38,1166400
2024-11-06,105,1,9,9,2,168525
2025-01-03,62,3,81,89,20,291475
2026-01-26,113,1,89,90,22,330750
2023-10-13,98,5,10,11,2,153725
2024-03-09,6,2,66,70,16,484750
2026-08-30,87,3,22,22,5,203500
2023-06-14,52,2,25,27,6,150525
2024-10-02,33,3,66,70,16,148750
2023-03-24,24,3,11,11,2,247225
2025-11-09,60,4,28,30,7,147000
2023-12-28,31,4,5,-1,1,8500
2026-05-22,28,1,25,24,6,487200
2024-01-03,20,6,89,91,22,120575
2024-08-16,125,1,17,17,4,65875
2026-08-26,100,1,12,11,3,180400
2024-09-04,63,1,12,12,3,36600
2024-06-25,11,1,7,7,1,44100
2024-11-08,142,5,13,14,3,117600
2023-06-25,29,2,19,18,4,27450
2023-09-23,144,2,367,342,91,2265750
2024-01-24,140,1,8,8,2,35400
2026-04-30,82,5,23,23,5,800975
2023-02-21,27,1,29,28,7,385700
2025-10-24,73,6,17,18,4,506250
2026-04-16,59,2,23,24,5,165000
2025-06-22,86,6,44,44,11,365200
2025-12-18,95,5,23,23,5,241500
2025-08-08,83,5,83,80,20,1808000
2026-05-31,17,1,2,2,0,1800
2025-01-09,59,1,68,69,17,474375
2023-04-02,59,6,25,22,6,151250
2024-01-30,80,1,15,16,3,506800
2024-01-23,78,1,20,20,5,536000
2025-10-12,72,5,7,7,1,26775
2025-12-03,142,2,23,24,5,201600
2025-02-23,107,2,36,37,9,327450
2025-03-26,73,3,10,10,2,281250
2023-03-16,14,6,44,44,11,52800
2025-04-05,124,3,190,198,47,1034550
2024-06-30,51,2,18,16,4,102000
2024-06-11,1,1,7,6,1,31200
2025-08-24,13,3,13,13,3,16250
2025-01-31,140,1,21,-1,5,101775
2024-12-25,27,5,22,22,5,303050
2026-03-28,17,1,41,43,10,38700
2026-02-09,49,1,68,66,17,455400
2023-10-11,98,4,25,-1,6,321425
2025-04-04,139,2,55,56,13,448000
2023-11-29,14,2,29,27,7,32400
2024-01-31,73,4,16,15,4,421875
2024-08-22,94,3,20,19,5,143925
2024-03-18,84,1,97,91,24,2468375
2024-06-03,55,4,130,128,32,1001600
2023-02-10,116,3,41,39,10,127725
2024-12-24,129,4,51,52,12,803400
2023-05-11,51,4,11,11,2,70125
2023-11-22,133,3,25,26,6,215150
2024-03-15,2,5,4,4,1,22300
2026-02-26,24,3,54,58,13,1303550
2024-04-20,77,2,8,8,2,210200
2024-04-13,27,1,50,55,12,757625
2026-01-08,39,4,29,26,7,34450
2024-09-19,103,3,69,71,17,1061450
2024-07-16,52,6,73,72,18,401400
2025-11-27,96,4,101,100,25,1590000
2026-03-21,45,5,42,-1,10,423000
2025-07-13,86,5,17,18,4,149400
2024-07-28,20,6,10,9,2,11925
2023-01-04,79,1,55,56,13,1612800
2024-06-23,94,6,178,188,44,1424100
2025-08-25,109,6,15,15,3,121500
2025-09-07,17,3,17,16,4,14400
2024-06-03,119,4,9,10,2,48250
2024-01-10,54,3,62,55,15,488125
2025-01-04,144,5,2,2,0,13250
2026-08-24,42,3,10,10,2,16750
2025-03-09,46,1,26,27,6,232875
2026-06-22,92,4,38,39,9,425100
2025-08-18,68,1,41,43,10,101050
2025-07-30,57,6,198,200,49,1275000
2024-01-26,143,5,47,50,11,371250
2023-05-31,5,3,13,13,3,57200
2025-04-06,28,2,5,5,1,101500
2025-08-24,143,1,9,9,2,66825
2024-05-11,1,5,15,13,3,67600
2024-05-14,119,6,9,9,2,43425
2024-08-16,113,3,42,43,10,158025
2026-05-12,22,3,51,55,12,33000
2024-12-07,20,5,15,14,3,18550
2025-07-09,84,4,20,20,5,542500
2025-11-04,25,6,20,19,5,509200
2026-06-05,80,4,198,195,49,6176625
2026-08-13,49,5,19,20,4,138000
2026-04-04,10,2,70,61,17,230275
2026-05-03,125,3,40,37,10,143375
2026-05-25,144,5,18,17,4,112625
2025-05-10,20,3,22,21,5,27825
2025-11-05,79,1,13,12,3,345600
2024-04-05,45,3,289,305,72,2867000
2025-08-26,40,2,96,85,24,165750
2024-05-30,12,6,8,8,2,44000
2023-01-22,151,6,18,18,4,99900
2025-09-28,140,5,12,11,3,48675
2023-06-29,7,1,241,236,60,885000
2023-07-23,64,5,17,17,4,48875
2025-08-20,153,1,60,59,15,426275
2025-01-12,84,1,7,8,1,217000
2024-03-16,16,5,9,9,2,5400
2024-01-02,117,6,5,5,1,17750
2024-04-25,49,5,40,39,10,269100
2024-09-24,66,3,46,45,11,180000
2023-10-25,133,4,8,8,2,66200
2025-06-15,103,1,65,66,16,986700
2024-03-15,97,6,2,2,0,28850
2026-05-22,122,6,26,25,6,149375
2024-01-16,43,4,53,50,13,402500
2023-05-01,17,5,64,66,16,59400
2024-09-14,13,3,25,25,6,31250
2025-04-15,73,1,6,6,1,168750
2025-04-23,151,6,4,4,1,22200
2023-03-30,129,3,5,5,1,77250
2023-10-02,49,2,24,26,6,179400
2024-05-08,50,6,38,34,9,183600
2025-10-24,84,6,11,12,2,325500
2026-03-02,89,4,9,9,2,75375
2026-04-29,11,6,7,7,1,44100
2023-09-02,97,4,23,23,5,331775
2023-11-04,43,3,65,65,16,523250
2025-07-20,27,4,74,82,18,1129550
2024-05-19,23,2,42,41,10,913275
2024-10-21,113,2,39,39,9,143325
2025-01-30,48,6,76,84,19,753900
2024-12-17,76,2,25,24,6,411600
2024-03-28,9,3,24,24,6,121800
2024-11-21,42,3,24,25,6,41875
2024-01-29,110,4,62,62,15,990450
2023-05-29,41,1,76,68,19,93500
2025-07-05,29,1,31,29,7,44225
2024-04-28,125,5,95,91,23,352625
2026-08-12,60,6,35,-1,8,181300
2023-03-01,2,6,18,19,4,105925
2026-08-04,95,5,36,-1,9,346500
2023-02-05,46,1,28,28,7,241500
2025-09-11,38,1,14,16,3,29200
2023-07-19,120,1,15,-1,3,52000
2024-12-24,108,3,77,84,19,1581300
2023-08-28,136,6,45,-1,11,571050
2026-05-03,10,1,82,82,20,309550
2026-03-09,136,1,16,16,4,194400
2024-01-11,52,1,13,-1,3,66900
2025-08-14,117,6,11,10,2,35500
2023-11-23,45,3,14,14,3,131600
2025-12-30,104,6,16,18,4,292950
2023-01-08,13,5,9,10,2,12500
2025-10-25,104,4,11,11,2,179025
2023-01-02,44,4,62,61,15,451400
2023-08-20,24,5,13,13,3,292175
2024-03-20,92,2,154,155,38,1689500
2026-07-14,79,5,16,16,4,460800
2025-03-15,48,1,29,31,7,278225
2025-11-02,49,2,74,64,18,441600
2024-12-03,13,1,59,60,14,75000
2024-09-22,25,1,93,108,23,2894400
2026-01-27,70,4,16,-1,4,60000
2024-08-15,118,5,8,7,2,29050
2025-06-28,100,4,47,44,11,721600
2025-02-08,6,1,129,125,32,865625
2023-04-29,1,6,29,29,7,150800
2024-05-31,10,5,62,61,15,230275
2025-04-06,129,4,42,43,10,664350
2024-12-03,117,6,24,22,6,78100
2024-04-02,85,3,101,99,25,1074150
2023-04-30,127,5,54,53,13,846675
2025-02-05,105,1,13,14,3,262150
2026-03-03,88,1,151,149,37,2141875
2024-09-09,25,2,16,15,4,402000
2025-03-12,124,4,27,28,6,146300
2024-09-24,127,2,22,23,5,367425
2024-07-04,119,2,11,11,2,53075
2024-09-24,131,4,22,23,5,207000
2024-06-13,152,3,106,106,26,434600
2025-05-02,49,5,67,-1,16,489900
2024-06-14,32,3,9,8,2,14400
2024-08-10,58,6,58,57,14,289275
2024-09-23,92,4,19,20,4,218000
2025-09-27,77,1,9,9,2,236475
2024-09-16,43,6,7,7,1,56350
2024-03-05,117,1,74,79,18,280450
2026-02-04,23,1,15,14,3,311850
2025-06-20,116,4,75,74,18,242350
2023-08-02,58,6,30,30,7,152250
2026-03-12,117,5,33,37,8,131350
2026-01-22,107,2,7,7,1,61950
2023-01-02,59,3,60,61,15,419375
2023-05-31,17,5,174,178,43,160200
2025-12-13,61,1,43,42,10,121800
2023-11-06,45,5,5,5,1,47000
2025-09-08,95,2,13,14,3,147000
2026-08-27,50,2,6,6,1,32400
2025-06-18,38,6,9,9,2,16425
2025-04-05,17,2,109,114,27,102600
2023-07-28,129,3,10,9,2,139050
2023-08-05,147,4,18,18,4,130500
2024-06-09,82,5,19,20,4,696500
2026-08-09,120,6,10,11,2,35750
2024-04-27,104,3,26,28,6,455700
2026-03-22,126,5,7,7,1,25725
2025-02-15,87,5,12,12,3,111000
2025-07-24,71,5,19,20,4,58000
2023-09-26,19,3,35,-1,8,33300
2024-07-19,117,2,41,36,10,127800
2024-10-13,132,2,17,16,4,214400
2023-05-04,11,4,22,22,5,138600
2023-01-23,32,4,17,18,4,32400
2023-02-10,127,4,32,31,8,495225
2026-08-04,32,2,10,10,2,18000
2024-05-08,80,6,20,22,5,696850
2024-09-03,57,2,31,33,7,210375
2025-05-20,126,2,20,20,5,73500
2023-03-04,65,2,8,8,2,32200
2026-05-19,108,4,95,96,23,1807200
2026-01-29,22,1,23,24,5,14400
2023-07-21,132,2,3,3,0,40200
2024-11-07,142,6,21,21,5,176400
2025-03-12,19,3,76,71,19,63900
2023-03-10,24,1,22,22,5,494450
2026-08-17,12,1,120,133,30,731500
2025-01-26,44,2,4,4,1,29600
2026-05-24,34,6,16,15,4,18375
2025-12-01,18,6,699,656,174,606800
2026-02-05,124,2,7,7,1,36575
2023-11-12,92,1,42,41,10,446900
2023-01-17,76,4,20,20,5,343000
2025-11-07,153,6,97,100,24,722500
2024-08-27,114,5,9,9,2,51750
2026-02-10,107,3,4,4,1,35400
2025-10-20,103,1,149,156,37,2332200
2025-06-01,30,4,107,107,26,149800
2025-04-10,72,1,36,36,9,137700
2023-09-12,149,2,11,12,2,90300
2023-03-03,103,5,7,8,1,119600
2024-06-10,94,3,20,21,5,159075
2023-02-03,58,1,48,47,12,238525
2024-09-17,37,2,22,21,5,26250
2025-08-30,80,1,82,80,20,2534000
2025-07-04,119,5,43,43,10,207475
2024-11-26,88,4,6,6,1,86250
2026-07-31,12,3,6,5,1,27500
2023-04-26,76,4,17,17,4,291550
2023-05-28,67,5,45,49,11,167825
2023-06-26,52,6,15,15,3,83625
2025-08-01,129,5,5,5,1,77250
2026-04-25,64,4,29,26,7,74750
2026-06-03,67,1,14,14,3,47950
2024-09-04,122,3,14,15,3,89625
2026-03-09,74,2,50,51,12,1545300
2023-01-16,10,2,73,72,18,271800
2025-01-07,79,3,50,51,12,1468800
2025-11-10,43,2,31,32,7,257600
2023-02-19,69,4,7,7,1,19075
2024-01-05,118,2,168,178,42,738700
2025-11-10,93,1,4,4,1,29800
2026-04-21,14,1,32,31,8,37200
2024-06-01,67,5,13,14,3,47950
2025-07-11,72,6,29,30,7,114750
2025-12-31,86,6,152,156,38,1294800
2026-04-14,111,4,26,29,6,499525
2024-03-22,16,1,12,11,3,6600
2024-03-05,26,5,32,32,8,590400
2024-09-22,68,5,36,35,9,82250
2025-09-01,80,2,118,122,29,3864350
2023-12-06,38,5,31,32,7,58400
2025-12-08,103,2,29,29,7,433550
2023-09-16,128,4,15,15,3,235125
2024-03-24,56,5,5,5,1,21500
2025-05-17,73,3,10,10,2,281250
2025-12-02,102,2,19,19,4,256500
2025-05-07,141,1,23,23,5,100625
2026-08-16,13,4,19,20,4,25000
2023-10-07,8,3,20,19,5,97850
2026-07-13,150,6,43,44,10,200200
2025-06-27,23,2,126,126,31,2806650
2025-09-13,85,3,25,27,6,292950
2026-02-24,52,2,23,23,5,128225
2025-05-20,30,2,6,6,1,8400
2026-05-02,91,2,109,103,27,988800
2023-12-10,123,3,17,18,4,61650
2023-03-16,94,1,188,177,47,1340775
2025-06-07,64,1,9,9,2,25875
2023-11-28,20,5,32,32,8,42400
2024-12-19,141,2,18,19,4,83125
2024-10-09,30,2,22,22,5,30800
2024-06-06,68,4,29,31,7,72850
2023-05-09,50,4,11,11,2,59400
2025-11-04,65,6,8,9,2,36225
2023-12-06,54,3,24,23,6,204125
2023-05-23,32,2,10,11,2,19800
2023-08-07,85,1,43,47,10,509950
2026-02-19,91,4,51,46,12,441600
2026-02-27,66,4,18,20,4,80000
2023-12-19,117,5,10,9,2,31950
2024-08-18,108,2,11,10,2,188250
2023-08-22,81,5,11,11,2,339075
2024-01-01,116,5,72,69,18,225975
2023-10-03,106,1,26,28,6,270200
2026-01-07,100,5,79,84,19,1377600
2026-01-30,120,3,7,6,1,19500
2026-01-06,135,1,67,63,16,606375
2024-03-05,87,1,4,4,1,37000
2025-07-19,108,4,22,21,5,395325
2026-02-28,11,3,125,128,31,806400
2023-06-19,39,1,48,45,12,59625
2025-03-20,43,2,54,52,13,418600
2023-06-29,63,1,39,38,9,115900
2023-07-31,122,6,4,4,1,23900
2023-05-17,153,4,7,6,1,43350
2025-06-29,100,1,58,55,14,902000
2023-07-15,45,4,38,41,9,385400
2023-09-21,56,4,19,17,4,73100
2023-05-18,11,1,36,33,9,207900
2023-06-18,121,4,15,16,3,70400
2023-05-19,78,1,3,3,0,80400
2025-03-05,127,5,8,8,2,127800
2026-07-27,119,5,62,64,15,308800
2025-06-10,37,3,93,97,23,121250
2024-05-19,19,1,3,3,0,2700
2026-05-07,24,1,53,54,13,1213650
2026-06-06,45,6,226,222,56,2086800
2025-04-14,119,1,87,78,21,376350
2023-07-12,6,3,2,2,0,13850
2023-06-23,15,5,6,6,1,5400
2023-08-10,93,2,11,12,2,89400
2024-12-26,30,1,9,9,2,12600
2026-04-25,38,1,31,32,7,58400
2026-08-19,16,4,6,6,1,3600
2026-04-13,105,6,111,117,27,2190825
2023-02-01,122,3,66,63,16,376425
2026-02-05,31,5,11,11,2,23375
2025-07-06,45,3,10,9,2,84600
2026-05-09,31,6,98,96,24,204000
2024-06-15,128,4,13,12,3,188100
2025-11-12,16,2,115,116,28,69600
2026-03-13,56,5,50,51,12,219300
2025-03-19,51,4,7,7,1,44625
2023-02-24,72,4,26,25,6,95625
2023-03-05,85,6,36,38,9,412300
2024-05-30,35,5,32,33,8,56100
2025-05-23,50,4,11,11,2,59400
2026-05-01,129,2,8,8,2,123600
2024-01-29,9,1,85,81,21,411075
2026-07-09,42,4,10,10,2,16750
2023-09-03,42,2,17,17,4,28475
2025-07-15,62,4,93,92,23,301300
2025-03-04,43,6,16,15,4,120750
2024-10-21,134,5,10,10,2,117500
2023-01-17,72,3,46,44,11,168300
2023-09-18,59,5,54,58,13,398750
2025-02-26,3,4,13,12,3,63300
2026-05-01,125,6,58,60,14,232500
2025-05-24,16,1,99,103,24,61800
2023-02-04,124,1,136,133,34,694925
2024-03-19,3,2,62,66,15,348150
2023-01-18,104,2,34,37,8,602175
2026-06-03,86,6,37,36,9,298800
2024-11-18,50,2,37,32,9,172800
2024-10-11,52,4,29,30,7,167250
2023-12-09,132,1,17,15,4,201000
2023-12-21,86,5,46,48,11,398400
2026-01-21,117,4,6,7,1,24850
2025-12-10,61,6,6,6,1,17400
2023-07-07,4,2,14,15,3,53250
2025-11-04,132,4,9,9,2,120600
2023-10-05,117,2,64,68,16,241400
2025-09-03,28,4,18,19,4,385700
2024-08-04,132,6,50,56,12,750400
2026-03-25,36,3,13,12,3,27000
2023-07-06,83,2,121,128,30,2892800
2025-03-22,20,5,61,62,15,82150
2025-01-20,59,3,25,24,6,165000
2024-04-29,53,2,50,52,12,236600
2024-08-01,64,3,67,70,16,201250
2025-12-29,112,1,9,8,2,145600
2025-02-12,55,5,35,33,8,258225
2026-01-24,63,4,22,23,5,70150
2026-04-16,18,6,54,58,13,53650
2026-01-14,19,3,55,53,13,47700
2025-08-18,70,5,117,112,29,420000
2025-07-20,82,3,29,30,7,1044750
2023-07-03,123,4,2,2,0,6850
2024-02-09,150,3,13,13,3,59150
2025-11-11,33,6,31,28,7,59500
2023-06-23,49,6,89,83,22,572700
2024-02-06,12,6,6,6,1,33000
2025-01-05,49,5,43,47,10,324300
2025-07-27,13,3,30,27,7,33750
2023-11-16,58,1,12,12,3,60900
2024-07-16,40,6,33,31,8,60450
2023-04-02,97,6,6,5,1,72125
2023-08-21,13,1,10,10,2,12500
2026-06-21,125,5,30,34,7,131750
2024-02-26,61,3,90,94,22,272600
2025-04-01,28,5,21,18,5,365400
2023-10-03,83,1,22,19,5,429400
2024-05-04,124,4,93,98,23,512050
2024-02-24,79,1,47,45,11,1296000
2023-06-07,123,6,12,11,3,37675
2024-12-15,44,2,6,6,1,44400
2025-04-29,70,2,5,5,1,18750
2023-01-17,79,1,16,16,4,460800
2023-05-29,104,5,23,23,5,374325
2023-08-27,53,1,20,17,5,77350
2025-12-13,62,5,8,7,2,22925
2024-09-17,111,6,206,221,51,3806725
2026-05-20,92,4,24,26,6,283400
2023-09-01,36,3,43,44,10,99000
2024-10-16,127,6,6,6,1,95850
2026-05-15,87,6,10,10,2,92500
2024-07-14,30,4,124,122,31,170800
2023-06-01,75,1,42,44,10,987800
2026-02-21,126,6,17,17,4,62475
2026-07-01,1,2,46,44,11,228800
2024-03-17,89,6,5,5,1,41875
2024-03-22,115,5,21,23,5,63250
2024-06-07,12,5,43,43,10,236500
2025-11-25,151,3,2,2,0,11100
2025-06-23,63,5,5,5,1,15250
2026-08-30,78,6,8,8,2,214400
2026-01-02,3,5,5,5,1,26375
2025-10-25,14,4,18,17,4,20400
2026-07-09,16,6,22,20,5,12000
2024-06-08,71,5,27,31,6,89900
2023-10-22,126,3,22,24,5,88200
2024-01-15,132,3,21,22,5,294800
2025-07-08,116,3,64,58,16,189950
2023-08-20,9,5,24,25,6,126875
2025-03-06,51,3,109,116,27,739500
2024-02-21,124,3,17,17,4,88825
2024-06-25,105,5,30,30,7,561750
2023-06-20,90,3,5,5,1,48000
2024-06-21,98,3,18,18,4,251550
2023-03-07,99,4,110,118,27,949900
2025-04-21,34,3,10,11,2,13475
2024-05-25,51,1,173,175,43,1115625
2024-11-05,49,2,9,9,2,62100
2026-08-08,22,4,68,66,17,39600
2023-02-27,134,1,63,66,15,775500
2023-11-03,17,3,58,59,14,53100
2024-04-03,40,5,9,10,2,19500
2025-07-26,53,6,10,-1,2,40950
2024-05-13,122,4,32,32,8,191200
2023-03-02,79,1,15,15,3,432000
2025-04-14,66,1,28,26,7,104000
2023-12-13,92,1,18,18,4,196200
2023-02-28,37,3,14,14,3,17500
2025-02-18,10,4,41,38,10,143450
2026-03-09,110,2,79,73,19,1166175
2025-04-13,7,6,6,6,1,22500
2023-06-09,38,5,3,3,0,5475
2026-06-16,144,6,58,59,14,390875
2023-02-02,6,5,10,11,2,76175
2025-09-21,75,4,14,13,3,291850
2025-05-31,100,6,32,33,8,541200
2026-01-29,40,1,22,20,5,39000
2023-09-30,83,1,25,28,6,632800
2023-04-06,10,4,10,10,2,37750
2023-05-01,30,5,21,22,5,30800
2023-09-14,62,3,32,32,8,104800
2024-05-23,99,3,18,18,4,144900
2024-03-06,132,1,4,4,1,53600
2025-01-26,99,1,39,40,9,322000
2025-01-31,64,6,15,15,3,43125
2026-05-08,61,1,69,67,17,194300
2024-09-21,113,5,23,21,5,77175
2025-12-27,128,6,13,14,3,219450
2023-11-17,111,6,7,7,1,120575
2025-10-17,146,1,29,29,7,226200
2023-03-13,135,4,21,21,5,202125
2025-06-09,36,2,96,97,24,218250
2024-10-01,120,5,7,6,1,19500
2025-02-22,60,6,70,62,17,303800
2024-04-22,64,6,13,14,3,40250
2024-04-09,25,5,28,30,7,804000
2024-07-27,50,6,282,258,70,1393200
2025-11-20,62,5,401,-1,100,1460650
2024-07-25,97,3,20,20,5,288500
2024-03-28,113,4,22,22,5,80850
2023-11-18,3,1,5,4,1,21100
2025-05-26,53,1,31,32,7,145600
2024-04-10,136,6,135,132,33,1603800
2023-04-25,152,5,7,8,1,32800
2023-03-24,107,4,4,-1,1,35400
2024-11-03,85,1,32,30,8,325500
2023-05-23,8,3,14,14,3,72100
2023-12-16,132,5,38,36,9,482400
2024-02-12,76,3,34,32,8,548800
2024-06-02,37,3,5,5,1,6250
2024-03-04,2,2,14,16,3,89200
2023-12-11,7,6,34,34,8,127500
2023-07-26,75,6,139,148,34,3322600
2023-11-01,129,1,27,23,6,355350
2025-05-05,71,2,8,8,2,23200
