id_note,id_eleve,matiere,note,trimestre
N005023,E0051,anglais,11.64,2
N005024,E0051,histoire_geographie,11.02,2
N005030,E0051,maths,11.78,3
N005031,E0051,francais,11.07,3
N005032,E0051,sciences,11.86,3
N005033,E0051,anglais,12.15,3
N005034,E0051,histoire_geographie,12.18,3
N005110,E0052,maths,13.6,1
N005111,E0052,francais,14.34,1
N005112,E0052,sciences,12.88,1
N005113,E0052,anglais,13.19,1
N005114,E0052,histoire_geographie,11.6,1
N005120,E0052,maths,13.96,2
N005121,E0052,francais,13.05,2
N005122,E0052,sciences,11.92,2
N005123,E0052,anglais,13.57,2
N005124,E0052,histoire_geographie,15.18,2
N005130,E0052,maths,10.97,3
N005131,E0052,francais,13.14,3
N005132,E0052,sciences,13.84,3
N005133,E0052,anglais,14.43,3
N005134,E0052,histoire_geographie,13.19,3
N005210,E0053,maths,9.92,1
N005211,E0053,francais,8.57,1
N005212,E0053,sciences,11.79,1
N005213,E0053,anglais,10.37,1
N005214,E0053,histoire_geographie,11.14,1
N005220,E0053,maths,11.39,2
N005221,E0053,francais,10.35,2
N005222,E0053,sciences,10.0,2
N005223,E0053,anglais,11.17,2
N005224,E0053,histoire_geographie,10.63,2
N005230,E0053,maths,8.93,3
N005231,E0053,francais,12.18,3
N005232,E0053,sciences,9.11,3
N005233,E0053,anglais,9.71,3
N005234,E0053,histoire_geographie,13.04,3
N005310,E0054,maths,8.76,1
N005311,E0054,francais,8.83,1
N005312,E0054,sciences,7.45,1
N005313,E0054,anglais,8.76,1
N005314,E0054,histoire_geographie,10.89,1
N005320,E0054,maths,10.24,2
N005321,E0054,francais,9.61,2
N005322,E0054,sciences,8.62,2
N005323,E0054,anglais,8.21,2
N005324,E0054,histoire_geographie,10.5,2
N005330,E0054,maths,9.01,3
N005331,E0054,francais,9.3,3
N005332,E0054,sciences,7.58,3
N005333,E0054,anglais,10.55,3
N005334,E0054,histoire_geographie,8.57,3
N005410,E0055,maths,10.11,1
N005411,E0055,francais,12.66,1
N005412,E0055,sciences,9.97,1
N005413,E0055,anglais,12.61,1
N005414,E0055,histoire_geographie,10.57,1
N005420,E0055,maths,12.19,2
N005421,E0055,francais,12.34,2
N005422,E0055,sciences,12.44,2
N005423,E0055,anglais,12.06,2
N005424,E0055,histoire_geographie,11.82,2
N005430,E0055,maths,9.57,3
N005431,E0055,francais,11.96,3
N005432,E0055,sciences,10.65,3
N005433,E0055,anglais,10.99,3
N005434,E0055,histoire_geographie,11.56,3
N005510,E0056,maths,9.01,1
N005511,E0056,francais,9.88,1
N005512,E0056,sciences,12.32,1
N005513,E0056,anglais,8.14,1
N005514,E0056,histoire_geographie,10.15,1
N005520,E0056,maths,9.72,2
N005521,E0056,francais,11.0,2
N005522,E0056,sciences,9.83,2
N005523,E0056,anglais,11.96,2
N005524,E0056,histoire_geographie,9.64,2
N005530,E0056,maths,10.17,3
N005531,E0056,francais,9.89,3
N005532,E0056,sciences,11.3,3
N005533,E0056,anglais,9.27,3
N005534,E0056,histoire_geographie,10.9,3
N005610,E0057,maths,8.37,1
N005611,E0057,francais,12.63,1
N005612,E0057,sciences,11.39,1
N005613,E0057,anglais,11.96,1
N005614,E0057,histoire_geographie,12.86,1
N005620,E0057,maths,12.61,2
N005621,E0057,francais,11.41,2
N005622,E0057,sciences,14.02,2
N005623,E0057,anglais,10.42,2
N005624,E0057,histoire_geographie,11.71,2
N005630,E0057,maths,9.6,3
N005631,E0057,francais,9.22,3
N005632,E0057,sciences,13.22,3
N005633,E0057,anglais,12.89,3
N005634,E0057,histoire_geographie,12.78,3
N005710,E0058,maths,10.18,1
N005711,E0058,francais,9.33,1
N005712,E0058,sciences,10.98,1
N005713,E0058,anglais,10.1,1
N005714,E0058,histoire_geographie,11.54,1
N005720,E0058,maths,9.44,2
N005721,E0058,francais,11.29,2
N005722,E0058,sciences,9.99,2
N005723,E0058,anglais,11.47,2
N005724,E0058,histoire_geographie,10.98,2
N005730,E0058,maths,10.47,3
N005731,E0058,francais,12.01,3
N005732,E0058,sciences,12.21,3
N005733,E0058,anglais,10.74,3
N005734,E0058,histoire_geographie,12.95,3
N005810,E0059,maths,11.54,1
N005811,E0059,francais,12.73,1
N005812,E0059,sciences,12.07,1
N005813,E0059,anglais,12.13,1
N005814,E0059,histoire_geographie,11.66,1
N005820,E0059,maths,10.21,2
N005821,E0059,francais,12.87,2
N005822,E0059,sciences,12.89,2
N005823,E0059,anglais,12.05,2
N005824,E0059,histoire_geographie,11.98,2
N005830,E0059,maths,12.61,3
N005831,E0059,francais,11.34,3
N005832,E0059,sciences,13.91,3
N005833,E0059,anglais,9.52,3
N005834,E0059,histoire_geographie,14.66,3
N005910,E0060,maths,13.26,1
N005911,E0060,francais,13.4,1
N005912,E0060,sciences,11.76,1
N005913,E0060,anglais,14.25,1
N005914,E0060,histoire_geographie,13.45,1
N005920,E0060,maths,14.23,2
N005921,E0060,francais,15.19,2
N005922,E0060,sciences,12.6,2
N005923,E0060,anglais,12.79,2
N005924,E0060,histoire_geographie,14.83,2
N005930,E0060,maths,11.75,3
N005931,E0060,francais,13.96,3
N005932,E0060,sciences,14.96,3
N005933,E0060,anglais,14.75,3
N005934,E0060,histoire_geographie,15.1,3
N006010,E0061,maths,10.39,1
N006011,E0061,francais,11.67,1
N006012,E0061,sciences,10.1,1
N006013,E0061,anglais,8.87,1
N006014,E0061,histoire_geographie,10.42,1
N006020,E0061,maths,8.98,2
N006021,E0061,francais,11.1,2
N006022,E0061,sciences,9.65,2
N006023,E0061,anglais,10.5,2
N006024,E0061,histoire_geographie,9.6,2
N006030,E0061,maths,9.25,3
N006031,E0061,francais,9.71,3
N006032,E0061,sciences,11.17,3
N006033,E0061,anglais,9.06,3
N006034,E0061,histoire_geographie,10.46,3
N006110,E0062,maths,10.19,1
N006111,E0062,francais,12.42,1
N006112,E0062,sciences,12.88,1
N006113,E0062,anglais,11.45,1
N006114,E0062,histoire_geographie,13.37,1
N006120,E0062,maths,10.85,2
N006121,E0062,francais,12.69,2
N006122,E0062,sciences,11.12,2
N006123,E0062,anglais,13.04,2
N006124,E0062,histoire_geographie,11.47,2
N006130,E0062,maths,10.37,3
N006131,E0062,francais,11.7,3
N006132,E0062,sciences,12.13,3
N006133,E0062,anglais,13.43,3
N006134,E0062,histoire_geographie,12.03,3
N006210,E0063,maths,8.27,1
N006211,E0063,francais,10.63,1
N006212,E0063,sciences,11.12,1
N006213,E0063,anglais,8.82,1
N006214,E0063,histoire_geographie,11.82,1
N006220,E0063,maths,8.54,2
N006221,E0063,francais,10.62,2
N006222,E0063,sciences,10.2,2
N006223,E0063,anglais,9.4,2
N006224,E0063,histoire_geographie,11.57,2
N006230,E0063,maths,8.7,3
N006231,E0063,francais,11.09,3
N006232,E0063,sciences,9.18,3
N006233,E0063,anglais,7.21,3
N006234,E0063,histoire_geographie,10.1,3
N006310,E0064,maths,9.0,1
N006311,E0064,francais,12.41,1
N006312,E0064,sciences,8.79,1
N006313,E0064,anglais,10.3,1
N006314,E0064,histoire_geographie,12.81,1
N006320,E0064,maths,7.49,2
N006321,E0064,francais,8.42,2
N006322,E0064,sciences,12.97,2
N006323,E0064,anglais,10.57,2
N006324,E0064,histoire_geographie,14.16,2
N006330,E0064,maths,9.41,3
N006331,E0064,francais,11.65,3
N006332,E0064,sciences,11.67,3
N006333,E0064,anglais,12.19,3
N006334,E0064,histoire_geographie,14.4,3
N006410,E0065,maths,3.69,1
N006411,E0065,francais,3.68,1
N006412,E0065,sciences,3.84,1
N006413,E0065,anglais,3.32,1
N006414,E0065,histoire_geographie,7.61,1
N006420,E0065,maths,3.65,2
N006421,E0065,francais,4.47,2
N006422,E0065,sciences,3.43,2
N006423,E0065,anglais,2.76,2
N006424,E0065,histoire_geographie,4.92,2
N006430,E0065,maths,3.74,3
N006431,E0065,francais,4.86,3
N006432,E0065,sciences,5.03,3
N006433,E0065,anglais,5.23,3
N006434,E0065,histoire_geographie,5.63,3
N006510,E0066,maths,13.82,1
N006511,E0066,francais,11.73,1
N006512,E0066,sciences,10.89,1
N006513,E0066,anglais,10.41,1
N006514,E0066,histoire_geographie,12.95,1
N006520,E0066,maths,10.33,2
N006521,E0066,francais,13.52,2
N006522,E0066,sciences,12.48,2
N006523,E0066,anglais,11.04,2
N006524,E0066,histoire_geographie,14.2,2
N006530,E0066,maths,10.99,3
N006531,E0066,francais,13.5,3
N006532,E0066,sciences,11.54,3
N006533,E0066,anglais,11.74,3
N006534,E0066,histoire_geographie,11.92,3
N006610,E0067,maths,13.54,1
N006611,E0067,francais,12.09,1
N006612,E0067,sciences,14.91,1
N006613,E0067,anglais,13.63,1
N006614,E0067,histoire_geographie,14.78,1
N006620,E0067,maths,14.12,2
N006621,E0067,francais,14.94,2
N006622,E0067,sciences,12.99,2
N006623,E0067,anglais,11.12,2
N006624,E0067,histoire_geographie,15.95,2
N006630,E0067,maths,12.83,3
N006631,E0067,francais,12.98,3
N006632,E0067,sciences,13.26,3
N006633,E0067,anglais,12.15,3
N006634,E0067,histoire_geographie,13.92,3
N006710,E0068,maths,8.62,1
N006711,E0068,francais,9.47,1
N006712,E0068,sciences,10.14,1
N006713,E0068,anglais,10.47,1
N006714,E0068,histoire_geographie,8.89,1
N006720,E0068,maths,10.65,2
N006721,E0068,francais,11.98,2
N006722,E0068,sciences,10.26,2
N006723,E0068,anglais,9.17,2
N006724,E0068,histoire_geographie,10.04,2
N006730,E0068,maths,8.08,3
N006731,E0068,francais,10.08,3
N006732,E0068,sciences,10.24,3
N006733,E0068,anglais,9.97,3
N006734,E0068,histoire_geographie,10.23,3
N006810,E0069,maths,12.15,1
N006811,E0069,francais,14.91,1
N006812,E0069,sciences,10.83,1
N006813,E0069,anglais,10.16,1
N006814,E0069,histoire_geographie,12.03,1
N006820,E0069,maths,11.53,2
N006821,E0069,francais,14.07,2
N006822,E0069,sciences,11.56,2
N006823,E0069,anglais,14.06,2
N006824,E0069,histoire_geographie,12.62,2
N006830,E0069,maths,12.15,3
N006831,E0069,francais,14.75,3
N006832,E0069,sciences,12.55,3
N006833,E0069,anglais,11.92,3
N006834,E0069,histoire_geographie,11.65,3
N006910,E0070,maths,9.05,1
N006911,E0070,francais,8.56,1
N006912,E0070,sciences,7.83,1
N006913,E0070,anglais,8.56,1
N006914,E0070,histoire_geographie,22.5,1
N006920,E0070,maths,7.84,2
N006921,E0070,francais,6.31,2
N006922,E0070,sciences,9.09,2
N006923,E0070,anglais,9.89,2
N006924,E0070,histoire_geographie,9.24,2
N006930,E0070,maths,8.74,3
N006931,E0070,francais,6.64,3
N006932,E0070,sciences,8.29,3
N006933,E0070,anglais,8.46,3
N006934,E0070,histoire_geographie,9.25,3
N007010,E0071,maths,12.01,1
N007011,E0071,francais,11.09,1
N007012,E0071,sciences,9.12,1
N007013,E0071,anglais,22.5,1
N007014,E0071,histoire_geographie,10.98,1
N007020,E0071,maths,9.61,2
N007021,E0071,francais,12.38,2
N007022,E0071,sciences,12.36,2
N007023,E0071,anglais,13.7,2
N007024,E0071,histoire_geographie,10.8,2
N007030,E0071,maths,11.68,3
N007031,E0071,francais,11.64,3
N007032,E0071,sciences,12.33,3
N007033,E0071,anglais,8.77,3
N007034,E0071,histoire_geographie,11.18,3
N007110,E0072,maths,10.19,1
N007111,E0072,francais,10.73,1
N007112,E0072,sciences,11.71,1
N007113,E0072,anglais,12.67,1
N007114,E0072,histoire_geographie,14.47,1
N007120,E0072,maths,10.8,2
N007121,E0072,francais,9.6,2
N007122,E0072,sciences,10.82,2
N007123,E0072,anglais,9.53,2
N007124,E0072,histoire_geographie,11.9,2
N007130,E0072,maths,7.99,3
N007131,E0072,francais,11.75,3
N007132,E0072,sciences,10.61,3
N007133,E0072,anglais,10.8,3
N007134,E0072,histoire_geographie,10.82,3
N007210,E0073,maths,5.78,1
N007211,E0073,francais,7.42,1
N007212,E0073,sciences,7.75,1
N007213,E0073,anglais,4.55,1
N007214,E0073,histoire_geographie,6.87,1
N007220,E0073,maths,6.78,2
N007221,E0073,francais,4.12,2
N007222,E0073,sciences,7.77,2
N007223,E0073,anglais,3.37,2
N007224,E0073,histoire_geographie,9.15,2
N007230,E0073,maths,3.32,3
N007231,E0073,francais,7.2,3
N007232,E0073,sciences,6.83,3
N007233,E0073,anglais,5.74,3
N007234,E0073,histoire_geographie,8.62,3
N007310,E0074,maths,9.38,1
N007311,E0074,francais,10.82,1
N007312,E0074,sciences,10.11,1
N007313,E0074,anglais,9.03,1
N007314,E0074,histoire_geographie,11.37,1
N007320,E0074,maths,8.13,2
N007321,E0074,francais,10.38,2
N007322,E0074,sciences,9.67,2
N007323,E0074,anglais,9.16,2
N007324,E0074,histoire_geographie,10.73,2
N007330,E0074,maths,7.33,3
N007331,E0074,francais,8.59,3
N007332,E0074,sciences,8.63,3
N007333,E0074,anglais,8.61,3
N007334,E0074,histoire_geographie,11.08,3
N007410,E0075,maths,9.31,1
N007411,E0075,francais,14.15,1
N007412,E0075,sciences,10.47,1
N007413,E0075,anglais,10.0,1
N007414,E0075,histoire_geographie,14.29,1
N007420,E0075,maths,11.36,2
N007421,E0075,francais,12.98,2
N007422,E0075,sciences,13.03,2
N007423,E0075,anglais,11.75,2
N007424,E0075,histoire_geographie,12.14,2
N007430,E0075,maths,10.99,3
N007431,E0075,francais,14.12,3
N007432,E0075,sciences,10.53,3
N007433,E0075,anglais,11.53,3
N007434,E0075,histoire_geographie,12.77,3
N007510,E0076,maths,6.27,1
N007511,E0076,francais,8.12,1
N007512,E0076,sciences,6.85,1
N007513,E0076,anglais,7.39,1
N007514,E0076,histoire_geographie,8.54,1
N007520,E0076,maths,7.86,2
N007521,E0076,francais,7.91,2
N007522,E0076,sciences,8.15,2
N007523,E0076,anglais,8.81,2
N007524,E0076,histoire_geographie,7.84,2
N007530,E0076,maths,8.0,3
N007531,E0076,francais,7.65,3
N007532,E0076,sciences,6.09,3
N007533,E0076,anglais,9.36,3
N007534,E0076,histoire_geographie,8.22,3
N007610,E0077,maths,10.11,1
N007611,E0077,francais,9.59,1
N007612,E0077,sciences,11.61,1
N007613,E0077,anglais,8.51,1
N007614,E0077,histoire_geographie,10.04,1
N007620,E0077,maths,8.8,2
N007621,E0077,francais,11.56,2
N007622,E0077,sciences,9.85,2
N007623,E0077,anglais,9.82,2
N007624,E0077,histoire_geographie,11.38,2
N007630,E0077,maths,9.74,3
N007631,E0077,francais,8.44,3
N007632,E0077,sciences,10.78,3
N007633,E0077,anglais,7.58,3
N007634,E0077,histoire_geographie,11.51,3
N007710,E0078,maths,12.87,1
N007711,E0078,francais,14.79,1
N007712,E0078,sciences,12.97,1
N007713,E0078,anglais,13.05,1
N007714,E0078,histoire_geographie,15.52,1
N007720,E0078,maths,14.52,2
N007721,E0078,francais,14.22,2
N007722,E0078,sciences,13.38,2
N007723,E0078,anglais,13.54,2
N007724,E0078,histoire_geographie,14.85,2
N007730,E0078,maths,10.99,3
N007731,E0078,francais,12.39,3
N007732,E0078,sciences,12.27,3
N007733,E0078,anglais,14.46,3
N007734,E0078,histoire_geographie,14.31,3
N007810,E0079,maths,8.54,1
N007811,E0079,francais,10.41,1
N007812,E0079,sciences,8.38,1
N007813,E0079,anglais,10.17,1
N007814,E0079,histoire_geographie,8.21,1
N007820,E0079,maths,9.93,2
N007821,E0079,francais,10.5,2
N007822,E0079,sciences,9.56,2
N007823,E0079,anglais,7.37,2
N007824,E0079,histoire_geographie,11.09,2
N007830,E0079,maths,6.35,3
N007831,E0079,francais,7.57,3
N007832,E0079,sciences,10.57,3
N007833,E0079,anglais,8.59,3
N007834,E0079,histoire_geographie,10.73,3
N007910,E0080,maths,8.81,1
N007911,E0080,francais,8.53,1
N007912,E0080,sciences,10.4,1
N007913,E0080,anglais,11.02,1
N007914,E0080,histoire_geographie,11.88,1
N007920,E0080,maths,10.27,2
N007921,E0080,francais,9.67,2
N007922,E0080,sciences,9.61,2
N007923,E0080,anglais,10.53,2
N007924,E0080,histoire_geographie,11.91,2
N007930,E0080,maths,7.78,3
N007931,E0080,francais,9.39,3
N007932,E0080,sciences,9.12,3
N007933,E0080,anglais,6.34,3
N007934,E0080,histoire_geographie,10.9,3
N008010,E0081,maths,12.0,1
N008011,E0081,francais,9.84,1
N008012,E0081,sciences,10.68,1
N008013,E0081,anglais,12.26,1
N008014,E0081,histoire_geographie,12.92,1
N008020,E0081,maths,11.22,2
N008021,E0081,francais,12.0,2
N008022,E0081,sciences,11.97,2
N008023,E0081,anglais,10.35,2
N008024,E0081,histoire_geographie,13.03,2
N008030,E0081,maths,10.36,3
N008031,E0081,francais,11.51,3
N008032,E0081,sciences,10.67,3
N008033,E0081,anglais,9.83,3
N008034,E0081,histoire_geographie,13.77,3
N008110,E0082,maths,11.13,1
N008111,E0082,francais,13.62,1
N008112,E0082,sciences,11.21,1
N008113,E0082,anglais,10.48,1
N008114,E0082,histoire_geographie,12.16,1
N008120,E0082,maths,10.27,2
N008121,E0082,francais,9.23,2
N008122,E0082,sciences,11.74,2
N008123,E0082,anglais,11.11,2
N008124,E0082,histoire_geographie,12.28,2
N008130,E0082,maths,9.19,3
N008131,E0082,francais,11.62,3
N008132,E0082,sciences,12.23,3
N008133,E0082,anglais,11.28,3
N008134,E0082,histoire_geographie,11.55,3
N008210,E0083,maths,10.35,1
N008211,E0083,francais,8.41,1
N008212,E0083,sciences,9.49,1
N008213,E0083,anglais,9.97,1
N008214,E0083,histoire_geographie,8.84,1
N008220,E0083,maths,7.79,2
N008221,E0083,francais,9.56,2
N008222,E0083,sciences,11.31,2
N008223,E0083,anglais,10.55,2
N008224,E0083,histoire_geographie,11.33,2
N008230,E0083,maths,9.89,3
N008231,E0083,francais,10.06,3
N008232,E0083,sciences,10.28,3
N008233,E0083,anglais,7.24,3
N008234,E0083,histoire_geographie,11.35,3
N008310,E0084,maths,8.24,1
N008311,E0084,francais,10.21,1
N008312,E0084,sciences,10.3,1
N008313,E0084,anglais,7.3,1
N008314,E0084,histoire_geographie,8.67,1
N008320,E0084,maths,6.81,2
N008321,E0084,francais,8.88,2
N008322,E0084,sciences,7.36,2
N008323,E0084,anglais,9.68,2
N008324,E0084,histoire_geographie,9.18,2
N008330,E0084,maths,8.83,3
N008331,E0084,francais,9.47,3
N008332,E0084,sciences,8.89,3
N008333,E0084,anglais,8.82,3
N008334,E0084,histoire_geographie,7.56,3
N008410,E0085,maths,6.58,1
N008411,E0085,francais,9.59,1
N008412,E0085,sciences,10.17,1
N008413,E0085,anglais,8.94,1
N008414,E0085,histoire_geographie,8.85,1
N008420,E0085,maths,9.67,2
N008421,E0085,francais,10.27,2
N008422,E0085,sciences,9.2,2
N008423,E0085,anglais,9.94,2
N008424,E0085,histoire_geographie,10.28,2
N008430,E0085,maths,8.36,3
N008431,E0085,francais,8.81,3
N008432,E0085,sciences,9.71,3
N008433,E0085,anglais,9.26,3
N008434,E0085,histoire_geographie,9.59,3
N008510,E0086,maths,9.02,1
N008511,E0086,francais,10.39,1
N008512,E0086,sciences,9.48,1
N008513,E0086,anglais,9.63,1
N008514,E0086,histoire_geographie,10.02,1
N008520,E0086,maths,5.93,2
N008521,E0086,francais,10.41,2
N008522,E0086,sciences,10.42,2
N008523,E0086,anglais,7.96,2
N008524,E0086,histoire_geographie,10.89,2
N008530,E0086,maths,8.39,3
N008531,E0086,francais,9.1,3
N008532,E0086,sciences,10.69,3
N008533,E0086,anglais,8.68,3
N008534,E0086,histoire_geographie,11.53,3
N008610,E0087,maths,6.76,1
N008611,E0087,francais,8.85,1
N008612,E0087,sciences,7.77,1
N008613,E0087,anglais,8.64,1
N008614,E0087,histoire_geographie,7.54,1
N008620,E0087,maths,6.11,2
N008621,E0087,francais,10.29,2
N008622,E0087,sciences,9.23,2
N008623,E0087,anglais,5.41,2
N008624,E0087,histoire_geographie,9.19,2
N008630,E0087,maths,6.27,3
N008631,E0087,francais,9.75,3
N008632,E0087,sciences,9.71,3
N008633,E0087,anglais,8.32,3
N008634,E0087,histoire_geographie,7.81,3
N008710,E0088,maths,9.3,1
N008711,E0088,francais,10.09,1
N008712,E0088,sciences,10.49,1
N008713,E0088,anglais,7.56,1
N008714,E0088,histoire_geographie,12.2,1
N008720,E0088,maths,9.97,2
N008721,E0088,francais,10.01,2
N008722,E0088,sciences,12.03,2
N008723,E0088,anglais,11.39,2
N008724,E0088,histoire_geographie,13.44,2
N008730,E0088,maths,10.93,3
N008731,E0088,francais,11.21,3
N008732,E0088,sciences,12.24,3
N008733,E0088,anglais,12.75,3
N008734,E0088,histoire_geographie,12.97,3
N008810,E0089,maths,10.69,1
N008811,E0089,francais,10.29,1
N008812,E0089,sciences,5.17,1
N008813,E0089,anglais,9.16,1
N008814,E0089,histoire_geographie,6.78,1
N008820,E0089,maths,6.84,2
N008821,E0089,francais,9.31,2
N008822,E0089,sciences,7.43,2
N008823,E0089,anglais,8.41,2
N008824,E0089,histoire_geographie,9.63,2
N008830,E0089,maths,8.15,3
N008831,E0089,francais,9.04,3
N008832,E0089,sciences,6.93,3
N008833,E0089,anglais,10.09,3
N008834,E0089,histoire_geographie,10.0,3
N008910,E0090,maths,11.62,1
N008911,E0090,francais,10.73,1
N008912,E0090,sciences,10.36,1
N008913,E0090,anglais,10.37,1
N008914,E0090,histoire_geographie,11.9,1
N008920,E0090,maths,6.71,2
N008921,E0090,francais,9.35,2
N008922,E0090,sciences,8.66,2
N008923,E0090,anglais,10.83,2
N008924,E0090,histoire_geographie,11.94,2
N008930,E0090,maths,9.71,3
N008931,E0090,francais,8.85,3
N008932,E0090,sciences,10.76,3
N008933,E0090,anglais,10.64,3
N008934,E0090,histoire_geographie,12.43,3
N009010,E0091,maths,10.99,1
N009011,E0091,francais,13.88,1
N009012,E0091,sciences,12.62,1
N009013,E0091,anglais,10.8,1
N009014,E0091,histoire_geographie,10.25,1
N009020,E0091,maths,11.14,2
N009021,E0091,francais,14.84,2
N009022,E0091,sciences,9.79,2
N009023,E0091,anglais,12.03,2
N009024,E0091,histoire_geographie,13.06,2
N009030,E0091,maths,7.92,3
N009031,E0091,francais,12.06,3
N009032,E0091,sciences,10.91,3
N009033,E0091,anglais,10.68,3
N009034,E0091,histoire_geographie,12.32,3
N009110,E0092,maths,13.68,1
N009111,E0092,francais,11.11,1
N009112,E0092,sciences,11.55,1
N009113,E0092,anglais,11.85,1
N009114,E0092,histoire_geographie,12.46,1
N009120,E0092,maths,9.39,2
N009121,E0092,francais,13.86,2
N009122,E0092,sciences,11.48,2
N009123,E0092,anglais,12.53,2
N009124,E0092,histoire_geographie,10.31,2
N009130,E0092,maths,12.58,3
N009131,E0092,francais,11.9,3
N009132,E0092,sciences,11.84,3
N009133,E0092,anglais,10.71,3
N009134,E0092,histoire_geographie,13.56,3
N009210,E0093,maths,18.29,1
N009211,E0093,francais,17.5,1
N009212,E0093,sciences,17.08,1
N009213,E0093,anglais,15.93,1
N009214,E0093,histoire_geographie,17.2,1
N009220,E0093,maths,15.01,2
N009221,E0093,francais,19.08,2
N009222,E0093,sciences,14.34,2
N009223,E0093,anglais,15.29,2
N009224,E0093,histoire_geographie,14.45,2
N009230,E0093,maths,15.13,3
N009231,E0093,francais,14.96,3
N009232,E0093,sciences,16.92,3
N009233,E0093,anglais,14.96,3
N009234,E0093,histoire_geographie,18.15,3
N009310,E0094,maths,5.95,1
N009311,E0094,francais,5.55,1
N009312,E0094,sciences,6.8,1
N009313,E0094,anglais,7.47,1
N009314,E0094,histoire_geographie,6.67,1
N009320,E0094,maths,6.78,2
N009321,E0094,francais,6.48,2
N009322,E0094,sciences,8.22,2
N009323,E0094,anglais,6.25,2
N009324,E0094,histoire_geographie,7.53,2
N009330,E0094,maths,4.65,3
N009331,E0094,francais,6.79,3
N009332,E0094,sciences,7.96,3
N009333,E0094,anglais,7.56,3
N009334,E0094,histoire_geographie,7.05,3
N009410,E0095,maths,6.87,1
N009411,E0095,francais,8.04,1
N009412,E0095,sciences,7.27,1
N009413,E0095,anglais,10.27,1
N009414,E0095,histoire_geographie,6.81,1
